hr,alt_name,ra_ysb,dec_ysb,vmag,bv_color,parallax_ysb,ra_simbad,dec_simbad,parallax_simbad,iau_name,star_size,distance,x_coordinate,y_coordinate,z_coordinate,rgb_color,origin,note,source,constellation_common_name,constellation_alt_name,asterism
HR1,,1.2912,45.2292,6.7,0.07,,0.022526256970555818,0.7893955045202391,6.3137,,5,158.3857326132062,111.51874718544357,2.5125249492429638,112.44241432836009,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR10,,1.8258,-17.3864,6.19,0.14,,0.03187159104071611,-0.28995167876382166,9.7179,,5,102.90289054219534,98.55740796693557,3.142245435353586,-29.420545718970928,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR100,Kap Phe,6.5508,-43.68,3.94,0.17,0.072,0.11433370812858185,-0.7386262950064691,41.7228,,20,23.967710700144767,17.60588080812446,2.0217629523877974,-16.136808598366066,"(0, 2.220446049250313e-16, 1.0)",,,,Phoenix,Phe,
HR1000,60    Ari,50.1067,25.6628,6.12,1.24,,0.874523982138845,0.44789959829153614,9.6938,,5,103.15872000660217,59.63578422392493,71.34012675229165,44.675284759752444,"(1.0, 0.9146388331716299, 0)",,,,Aries,Ari,
HR1001,,50.4692,49.0708,5.93,0.43,0.015,0.880848254829598,0.8564488582262095,22.7733,,10,43.91107129840647,18.310253694402718,22.18755544074621,33.175731729445864,"(0, 0.9694779289993452, 1.0)",,,,,,
HR1002,32    Per,50.3604,43.3294,4.95,0.04,0.026,0.8789593566660729,0.7562450713851718,20.9522,,15,47.72768492091522,22.148425160552865,26.73545126683841,32.75049337607077,"(0, 2.220446049250313e-16, 1.0)",,,,Perseus,Per,
HR1003,16Tau4Eri,49.8792,-21.7578,3.69,1.62,-0.013,0.8705557335860623,-0.3532918964544046,10.6153,,20,94.20364944937967,56.955779822271616,67.58727542563763,-32.59335691452368,"(1.0, 0.15188381672690468, 0)",,,,Eridanus,Eri,
HR1004,,49.895,-24.1231,5.61,1.66,,0.8708397899333473,-0.4167339806749317,3.7583,,10,266.0777479179416,156.7337487080416,186.09727796615252,-107.70191774799895,"(1.0, 0.08463640279679395, 0)",,,,,,
HR1005,61Tau1Ari,50.3067,21.1469,5.28,-0.07,,0.8780187598170613,0.36908593540523926,6.1786,,10,161.84896254815007,96.40805506411151,116.15198314869154,58.389129187664764,"(0, 2.220446049250313e-16, 1.0)",,,,Aries,Ari,
HR1006,Zet1Ret,49.4425,-62.5753,5.54,0.64,0.097,0.8629317577861911,-1.072062905770038,83.024,,10,12.044709963384081,3.745973087106122,4.377044932551696,-10.57753285937434,"(1.0, 1.0, 0.8940170718239832)",,,,Reticulum,Ret,
HR1007,97Kap2Cet,50.2783,3.6756,5.69,0.97,,0.8775226903009491,0.06415171629161179,8.821,,10,113.36583153837435,72.29837802253488,87.01688294490148,7.267625351587121,"(1.0, 0.8224630841659064, 0)",,,,Cetus,Cet,
HR1008,,49.9821,-43.0697,4.27,0.71,0.156,0.8723483514089403,-0.7492736527550473,165.5242,,15,6.041412675608763,2.844393952527426,3.387640228060412,-4.114849188616569,"(1.0, 1.0, 0.5846609217472404)",,,,,,
HR1009,,51.1688,64.5861,5.23,2.08,0.009,0.893067286275538,1.1272382530851701,1.6385,,10,610.3143118706133,164.23054258487946,204.0353404316442,551.2544494254169,"(1.0, 0.0, 0)",,,,,,
HR101,10    Cet,6.6558,-0.0497,6.19,0.9,,0.11616730126658391,0.0008644822121830594,7.23,,5,138.31258644536652,137.38033090563098,16.031280447267815,0.11956875581017345,"(1.0, 0.9352598957969087, 0)",,,,Cetus,Cet,
HR1010,Zet2Ret,49.5537,-62.5064,5.24,0.6,0.091,0.8648701951726522,-1.073266444803811,83.0606,,10,12.039402556687527,3.727576717187974,4.372679198461479,-10.579795005896596,"(0.9155706872616828, 1.0, 1.0)",,,,Reticulum,Ret,
HR1011,,50.805,49.2133,5.29,-0.07,,0.8867143124285397,0.8589336108348636,5.6817,,10,176.0036608761462,72.65889983152822,89.10444890455751,133.26053467734747,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1012,62    Ari,50.5496,27.6075,5.52,1.1,,0.8822561871657237,0.48184272059212285,4.692,,10,213.12872975277068,120.0051839736029,145.83473704254598,98.76659727469986,"(1.0, 0.634245401700503, 0)",,,,Aries,Ari,
HR1013,,50.1883,-26.6064,6.39,0.54,,0.8759519266025609,-0.4432000447581294,20.1522,,5,49.62237373587002,28.70187847143504,34.43482297446507,-21.279687829256066,"(0.6089174772578823, 1.0, 1.0)",,,,,,
HR1014,,49.4958,-66.9269,6.05,0.13,,0.8638707007312566,-1.1357406867478235,16.6526,,5,60.050682776263166,16.438183429395977,19.244018070858182,-54.45675711907022,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1015,63Tau2Ari,50.6883,20.7419,5.09,1.24,0.008,0.8846813149562727,0.36201736607888807,9.7639,,10,102.4180911316175,60.67995257995769,74.1060779072798,36.27255109774565,"(1.0, 0.9146388331716299, 0)",,,,Aries,Ari,
HR1016,,50.35,-23.6353,5.52,0.88,,0.8787736296819838,-0.390340151193919,8.0143,,10,124.77696118188737,73.63064811523574,88.8462516164938,-47.47800831559002,"(1.0, 0.9691529351018999, 0)",,,,,,
HR1017,33Alp Per,51.0808,49.8611,1.79,0.48,0.016,0.8915265513870894,0.8702417475910381,6.44,Mirfak,50,155.27950310559004,62.885108749945815,77.88069894153912,118.70881986863395,"(0.27373884515137525, 1.0, 1.0)",,,,Perseus,Per,
HR1018,,50.5679,-25.5878,6.35,0.01,,0.8825756325549923,-0.4260731837102587,9.0074,,5,111.01982814130604,64.21137259832716,78.08285828872756,-45.88430135706999,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1019,,51.1237,33.5358,5.61,-0.03,,0.8922779754080654,0.5853123939291681,8.9395,,10,111.86307959058111,58.52262003319566,72.58945837213795,61.79985479900856,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR102,,6.8113,-25.5472,5.98,1.03,,0.11887928881663584,-0.4267823344790465,5.3195,,10,187.98759281887396,169.91778135121996,20.295402005789565,-77.81631764570433,"(1.0, 0.7324028861411398, 0)",,,,,,
HR1020,,51.4517,53.9217,6.51,0.29,,0.8979644396642259,0.9411081455194813,12.1809,,5,82.0957400520487,30.129124507677272,37.809148657417275,66.35069456227082,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1021,,50.3887,-47.7769,6.39,1.0,,0.879459308900486,-0.8067494485925589,7.0499,,5,141.84598363097348,62.56836390124817,75.60342599567296,-102.41877214981726,"(1.0, 0.7767113611579258, 0)",,,,,,
HR1022,64    Ari,51.0771,24.7242,5.5,1.19,,0.8914616615094243,0.4315168764464537,14.9909,,10,66.7071356623018,38.068628604157745,47.140219492100776,27.900200191109754,"(1.0, 0.5177765092184091, 0)",,,,Aries,Ari,
HR1023,,50.9129,4.8819,6.38,0.86,,0.8885899982588626,0.08520876943065714,3.0262,,5,330.44742581455296,207.5935326393301,255.55728446989687,28.12295838207803,"(1.0, 1.0, 0.007671083847796967)",,,,,,
HR1024,,50.8242,-7.7942,6.2,0.7,0.034,0.8870418602180886,-0.10831341051260171,26.7913,,5,37.325549712033386,23.44067079306822,28.765443404241157,-4.034957228258162,"(1.0, 1.0, 0.6271223052663422)",,,,,,
HR1025,Iot Hyi,48.99,-77.3883,5.52,0.44,,0.8550415803171694,-1.3371237224467347,34.2638,,10,29.185320950974493,4.434457286064958,5.099510976172864,-28.39213861957828,"(0.03229809504226766, 1.0, 1.0)",,,,Hydrus,Hyi,
HR1026,,51.2892,41.2572,6.51,0.5,,0.895163849285429,0.7200757111621064,5.5752,,5,179.36576266322285,84.32725150112684,105.21662818428194,118.2812437521514,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR1027,65    Ari,51.1087,20.8036,6.08,-0.04,,0.8920171069616104,0.3630894043710488,9.6813,,5,103.29191327610961,60.62310474692243,75.1546952104407,36.685559923609965,"(0, 2.220446049250313e-16, 1.0)",,,,Aries,Ari,
HR1028,,51.0421,12.6294,6.04,1.23,,0.8908544953651525,0.2204279720792749,6.6027,,5,151.45319339058264,92.92177265268323,114.92180938011671,33.11482574449683,"(1.0, 0.9383669953434867, 0)",,,,,,
HR1029,,51.4892,49.1208,6.09,-0.07,,0.8986541817935039,0.8573189634383851,6.0959,,5,164.0446857724044,66.85030016813332,84.00951119544558,124.03265024298913,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR103,47    Psc,7.0121,17.8931,5.06,1.65,0.016,0.1223850150625653,0.3122939804771217,6.0025,,10,166.5972511453561,157.35332727456532,19.354416700179584,51.18575035112997,"(1.0, 0.10125348760276723, 0)",,,,Pisces,Psc,
HR1030,1Omi Tau,51.2033,9.0289,3.6,0.89,0.016,0.8936666323808155,0.15758350260246382,15.0788,,20,66.31827466376635,41.03742501802435,51.04633126272958,10.407466881256923,"(1.0, 0.9521094861222423, 0)",,,,Taurus,Tau,
HR1031,,50.9358,-32.7072,6.5,1.37,,0.8889995032634092,-0.5461643594442223,4.5574,,5,219.4233554219511,118.16193306843472,145.58460995512573,-113.9714342384641,"(1.0, 0.625165123687126, 0)",,,,,,
HR1032,,52.5812,71.8639,6.32,1.8,,0.9177085229976537,1.2542616188936107,3.2525,,5,307.45580322828596,58.153372051878556,76.00872068632017,292.18133177425153,"(1.0, 0.0, 0)",,,,,,
HR1033,,52.0983,60.2556,6.49,0.02,0.006,0.909286778520125,1.051659926149198,5.59,,5,178.89087656529517,54.52187433513392,70.03213141620921,155.32163888713748,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1034,,52.0129,49.0628,4.98,-0.09,,0.9077945230224844,0.8563085919383904,5.6775,,15,176.13386173491853,71.03212291801876,90.95883209800135,133.05662564029822,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1035,,52.2671,59.9403,4.21,0.41,,0.91223508638129,1.0461561770556564,1.0527,,15,949.9382540134892,291.19555066959515,376.31785932401806,822.1755934483924,"(0, 0.8407053614939854, 1.0)",,,,,,
HR1036,,51.7633,18.7564,6.57,0.15,,0.9034431321338576,0.32736344926902206,7.8859,,5,126.80860776829532,74.31504767015649,94.31381455108664,40.77500556393551,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1037,,52.2183,49.8483,5.58,-0.04,,0.9113766041629136,0.8700184548779573,5.786,,10,172.83097131005877,68.27682617976487,88.07918143479509,132.10176928630813,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1038,2Xi  Tau,51.7925,9.7328,3.74,-0.09,-0.017,0.903945331640602,0.16986839229018127,16.7914,,20,59.55429565134534,36.30503635494354,46.12263709883868,10.067810727407858,"(0, 2.220446049250313e-16, 1.0)",,,,Taurus,Tau,
HR1039,,51.8279,12.735,6.28,-0.02,,0.9045660292155756,0.22227262433565736,9.5418,,5,104.8020289672808,63.17704361410198,80.36395180432395,23.103283018500157,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR104,,7.0571,44.3944,5.17,0.03,0.013,0.12316711047362029,0.7748296588245811,12.7377,,10,78.50710881870353,55.671528283531885,6.891786351674097,54.923131324884835,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1040,,52.4787,58.8786,4.54,0.56,,0.9159156013995359,1.0276280318342863,0.9303,,15,1074.9220681500592,338.38073740497936,440.63750417759394,920.2143875540112,"(0.7141108291206568, 1.0, 1.0)",,,,,,
HR1041,,52.0867,33.8075,5.61,0.02,,0.9090765991909958,0.5900531920219487,9.3697,,10,106.72700299902878,54.49199934362662,69.96341649397264,59.383461748030584,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1042,Chi1For,51.4825,-35.9208,6.39,0.08,,0.898542183653073,-0.5947927549925163,9.6154,,5,103.99983360026624,53.643410112410315,67.39716774896927,-58.274966493444836,"(0, 2.220446049250313e-16, 1.0)",,,,Fornax,For,
HR1043,,52.5471,59.3661,6.13,0.08,0.004,0.9170939506926326,1.036131302709856,10.51,,5,95.14747859181732,29.483748109224027,38.48737068098419,81.86863610612237,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1044,34    Per,52.3421,49.5089,4.67,-0.09,0.018,0.9135380187752175,0.8640942382099176,5.7184,,15,174.87409065472858,69.37374106771313,89.89483394544098,132.99304666977787,"(0, 2.220446049250313e-16, 1.0)",,,,Perseus,Per,
HR1045,,51.5938,-27.3175,5.93,0.94,,0.9004826193328882,-0.46569783061521297,7.1792,,10,139.29128593715177,77.31723440449464,97.52857770300781,-62.54825443842673,"(1.0, 0.8697328184492443, 0)",,,,,,
HR1046,,52.5008,55.4519,5.09,0.05,0.025,0.9163111521256557,0.9678166125447113,16.7393,,10,59.73965458531719,20.623452268471844,26.87774614519224,49.204535448042556,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1047,,52.3592,46.9378,6.24,0.13,,0.91384613998549,0.819220308408627,6.0801,,5,164.47097909573856,68.58171703399672,88.92516150365078,120.16474817902835,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1048,66    Ari,52.1108,22.8042,6.03,0.95,,0.9095032521053595,0.39800504511843093,14.1629,,5,70.60700845165891,39.9730568313087,51.36743596803558,27.36587093668614,"(1.0, 0.8538027400979206, 0)",,,,Aries,Ari,
HR1049,,51.5488,-41.6369,6.32,0.06,,0.8997015228741206,-0.704468306695154,8.0571,,5,124.11413535887603,58.80745835617006,74.06129266255023,-80.37988782475881,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR105,Eta Scl,6.9821,-33.0072,4.81,1.64,-0.014,0.12186018438122106,-0.5758335834376206,5.8984,,15,169.53750169537503,141.14315532408185,17.28537782803387,-92.31895742269579,"(1.0, 0.1179993813517899, 0)",,,,Sculptor,Scl,
HR1050,,52.0042,-11.2867,5.73,1.1,,0.90764006660309,-0.18698415027661527,10.3181,,10,96.9170680648569,58.62288347071687,75.04451942167947,-18.016540196054056,"(1.0, 0.634245401700503, 0)",,,,,,
HR1051,,52.6542,48.1036,5.82,-0.04,,0.918985092297026,0.83956626746594,5.6158,,10,178.06901955197836,72.13523706426368,94.53337959599615,132.54630677632866,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1052,35Sig Per,52.6437,47.9953,4.36,1.35,0.004,0.9188057038838242,0.8376745504865899,9.506,,15,105.19671786240269,42.71470256549686,55.9568900107913,78.17051934126634,"(1.0, 0.6675300894267325, 0)",,,,Perseus,Per,
HR1053,,51.0104,-69.6247,6.15,0.48,,0.8902861203922182,-1.1933757813894106,5.2186,,5,191.62227417314986,44.431717275528946,54.88747561014146,-178.1355761221868,"(0.27373884515137525, 1.0, 1.0)",,,,,,
HR1054,Chi2For,51.8892,-35.6814,5.71,1.29,,0.9056383456408365,-0.5989738602867604,6.8558,,10,145.8618979550162,74.35176136982352,94.78770188782443,-82.2362476470644,"(1.0, 0.7992468194530852, 0)",,,,Fornax,For,
HR1055,,53.8017,73.3469,6.57,0.03,,0.9390098094088338,1.2801453243747687,6.0155,,5,166.237220513673,28.13534320650953,38.44390031808529,159.26481869859578,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1056,,52.8725,49.2097,6.29,0.09,,0.9227948711506351,0.8588725574309353,7.5117,,5,133.12565730793295,52.49450053571715,69.34034537696786,100.79029988137552,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1057,NOVA 1901,52.79917,43.90472,,0.5,,0.9215345640073574,0.7662745420654474,2.3063,,5,433.5949356111521,188.87946410186197,248.83987581840972,300.6789524241945,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR1058,Chi3For,52.0479,-35.8533,6.5,0.13,,0.9084093343148582,-0.5959701326703012,9.6543,,5,103.58078783547228,52.72027381357519,67.59557250507332,-58.14112929200942,"(0, 2.220446049250313e-16, 1.0)",,,,Fornax,For,
HR1059,,52.9546,49.4008,6.39,0.09,,0.9242273932876498,0.8622117478099809,2.0413,,5,489.8838975162886,192.05953252899093,254.44935857031012,371.9608755415719,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR106,48    Psc,7.0529,16.445,6.06,1.58,,0.12309682858664324,0.2870205867167773,3.0731,,5,325.404314861215,309.73098384778586,38.32065307383785,92.12064547632059,"(1.0, 0.2212682859800435, 0)",,,,Pisces,Psc,
HR1060,,52.4129,-6.805,5.99,1.02,,0.9147806859626118,-0.09067937070083328,8.6949,,10,115.00994836053319,69.86374852253763,90.76275663001152,-10.414743069007041,"(1.0, 0.7470164233690257, 0)",,,,,,
HR1061,4    Tau,52.6021,11.3364,5.14,-0.03,0.002,0.9180772786364264,0.1978581930518334,8.747,,10,114.32491139819368,68.08040302617734,89.05176256788006,22.47282077426005,"(0, 2.220446049250313e-16, 1.0)",,,,Taurus,Tau,
HR1062,,52.4,-12.6747,5.59,0.17,,0.9145545641299025,-0.19766315091784567,6.9814,,10,143.23774601082877,85.69383420889224,111.27618036721469,-28.128816962764,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1063,,53.0358,48.0236,5.47,-0.1,,0.9256505255105281,0.8381678469257028,5.6378,,10,177.37415303841925,71.33546247333581,94.78876028870764,131.86331135968712,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1064,,51.4008,-69.3364,5.96,0.42,,0.8971176177315751,-1.198405296005827,25.2484,,10,39.60647011295765,8.990248236996898,11.262314049563832,-36.891844541778866,"(0, 0.9056227262087054, 1.0)",,,,,,
HR1065,,52.8367,27.5719,5.96,0.5,0.009,0.9221704011201359,0.481218815271979,9.7103,,10,102.98342996611845,55.146195607201555,72.74854255066326,47.666901665548025,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR1066,5    Tau,52.7183,12.9367,4.11,1.12,-0.012,0.920106862165875,0.22578747945677527,9.6907,,15,103.19171989639551,60.920308425777705,80.02216985067793,23.10193517594401,"(1.0, 0.6074612122904364, 0)",,,,Taurus,Tau,
HR1067,,52.6892,6.1886,5.94,0.96,,0.9196009041388378,0.10801327285471238,6.4165,,10,155.84820384945064,93.91493843694474,123.23300975269163,16.8009609480475,"(1.0, 0.838047151109119, 0)",,,,,,
HR1068,,53.3838,58.765,6.4,0.14,0.009,0.9317299850059777,1.0256469808609927,10.6428,,5,93.96023602811292,29.060465236469522,39.10740872966254,80.3406864368842,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1069,36    Per,53.1096,46.0569,5.31,0.4,0.031,0.9269341311770363,0.8038438773114842,27.0579,,10,36.95778312433707,15.395389749066494,20.511751894542805,26.61066970515007,"(0, 0.7746977266854096, 1.0)",,,,Perseus,Per,
HR107,,7.0837,10.1897,6.04,0.43,0.033,0.12363057805108708,0.1778456457577886,26.2526,,5,38.091465226301395,37.20450388762524,4.623192785196273,6.7387463250308,"(0, 0.9694779289993452, 1.0)",,,,,,
HR1070,17    Eri,52.6546,-5.0753,4.73,-0.09,,0.9189928078322785,-0.08595492579941559,8.07,,15,123.91573729863691,74.89239381683893,98.14820954150328,-10.638057268386307,"(0, 2.220446049250313e-16, 1.0)",,,,Eridanus,Eri,
HR1071,,53.4217,57.8689,6.37,0.51,,0.9323869547503444,1.009999873069479,14.647,,5,68.27336655970505,21.638963183826675,29.160100888552176,57.8160563329453,"(0.44514925140664874, 1.0, 1.0)",,,,,,
HR1072,,53.1629,44.8556,6.41,0.03,,0.927859041303757,0.7828806945481578,1.839,,5,543.7737901033171,231.10983067060323,308.50867187789976,383.53693478837965,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1073,,53.4125,54.9747,5.98,0.11,,0.9322283498882198,0.9594923178159679,13.1723,,10,75.9168861929959,25.97057908683691,34.98567658927033,62.16836064048677,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1074,,53.1667,35.4617,5.9,-0.06,,0.9279344781646693,0.6189238475429598,2.4065,,10,415.54124246831503,202.90268738326688,270.89752282464843,241.07997795799702,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1075,,52.4792,-42.6342,5.78,0.22,,0.9159449577269005,-0.72196844363772,14.9046,,10,67.09338056707325,30.667672311907076,39.937698419290854,-44.339551597387455,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1076,,52.5567,-41.37,6.12,0.48,,0.9172854022362987,-0.709128375137351,28.804,,5,34.71740036106097,16.019036558453763,20.919157245774276,-22.60701695703543,"(0.27373884515137525, 1.0, 1.0)",,,,,,
HR1077,,53.7533,60.0411,6.46,0.39,0.021,0.9381879716706356,1.0479206798907934,18.74,,5,53.36179295624333,15.755327670224885,21.490867903900924,46.23194992909024,"(0, 0.7075706850392501, 1.0)",,,,,,
HR1078,,53.3963,39.8994,5.81,0.11,,0.9319355795260297,0.6963772407108934,17.7106,,10,56.46336092509571,25.82914745853328,34.77387339022207,36.21800654320684,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1079,6    Tau,53.15,9.3736,5.77,-0.08,,0.9276383767049428,0.16359756447889437,8.9915,,10,111.21614858477452,65.80856885431946,87.80751714301279,18.113638633815494,"(0, 2.220446049250313e-16, 1.0)",,,,Taurus,Tau,
HR108,,7.0879,-20.335,6.43,0.59,0.034,0.12370715423663897,-0.3432181373452146,31.06,,5,32.195750160978754,30.086294519023852,3.7409927519990935,-10.834490471277778,"(0.8662799734520262, 1.0, 1.0)",,,,,,
HR1080,,54.8533,75.7397,6.27,0.97,,0.9573918937202887,1.3219057756326782,7.5193,,5,132.9911028952163,18.85818197953239,26.787250253568715,128.89315592988456,"(1.0, 0.8224630841659064, 0)",,,,,,
HR1081,,52.6542,-47.3753,5.99,0.11,,0.9189852282077345,-0.8137575861938341,8.3368,,10,119.95010075808463,49.97296020094937,65.48968770080808,-87.18847816930636,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1082,,52.9746,-25.6142,6.38,0.12,,0.9245625011066404,-0.4256133733920487,14.3501,,5,69.68592553361998,38.21997655375204,50.6708980176517,-28.771890862308886,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1083,Kap Ret,52.3446,-62.9375,4.72,0.4,0.06,0.9135836827342485,-1.065741169412315,45.9103,,15,21.78160456368179,6.438500611815449,8.343828397821177,-19.06212304303926,"(0, 0.7746977266854096, 1.0)",,,,Reticulum,Ret,
HR1084,18Eps Eri,53.2325,-9.4583,3.73,0.88,0.303,0.9290856295562455,-0.14908146991056495,310.5773,Ran,20,3.219810333852474,1.9058938388231919,2.5506931836654805,-0.4782379574243672,"(1.0, 0.9691529351018999, 0)",2015 NameExoWorlds,"Ran is the Norse goddess of the sea, who stirs up the waves and captures sailors with her net.",https://www.nameexoworlds.iau.org/2015edition,Eridanus,Eri,
HR1085,,53.5346,17.8328,6.17,0.89,0.022,0.9343604209360681,0.3112415708801546,23.8593,,5,41.9123779825896,23.713086326527094,32.087264735742075,12.835279771182936,"(1.0, 0.9521094861222423, 0)",,,,,,
HR1086,7    Tau,53.6108,24.4644,5.92,0.13,0.006,0.9356875228088839,0.42698427813465056,7.6,,10,131.57894736842104,71.05276860042538,96.41218791070543,54.490489877289114,"(0, 2.220446049250313e-16, 1.0)",,,,Taurus,Tau,
HR1087,37Psi Per,54.1225,48.1928,4.23,-0.06,,0.9446143505342557,0.8411201482335734,5.9635,,15,167.68676113020877,65.51205082947689,90.5759310095276,124.9920868543806,"(0, 2.220446049250313e-16, 1.0)",,,,Perseus,Per,
HR1088,19Tau5Eri,53.4471,-21.6328,4.27,-0.11,,0.9328258265526749,-0.3554732250119192,10.1913,,15,98.12290875550714,54.78522656400495,73.89488461407872,-34.15011275009527,"(0, 2.220446049250313e-16, 1.0)",,,,Eridanus,Eri,
HR1089,,53.705,6.4178,6.49,0.63,,0.9373204972348385,0.11200990087681154,6.9463,,5,143.9615334782546,84.68397201116849,115.30227320863652,16.091420035012224,"(1.0, 1.0, 0.9406367674994442)",,,,,,
HR109,,7.11,-39.915,5.43,1.56,0.015,0.12410173161980388,-0.6647086592048908,7.4208,,10,134.7563605002156,105.25053500209451,13.129245172241887,-83.12174503849224,"(1.0, 0.25679501686099515, 0)",,,,,,
HR1090,,53.145,-50.3786,5.68,1.1,,0.9275554091877817,-0.8660560187060545,10.4594,,10,95.60777864887086,37.15000400227865,49.56019827628694,-72.83207595295697,"(1.0, 0.634245401700503, 0)",,,,,,
HR1091,,53.6558,-9.8686,6.25,0.02,,0.9364761454232776,-0.14192565306539345,8.4292,,5,118.63522042423955,69.59989621531356,94.59688657306916,-16.78091244859382,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1092,,52.715,-66.4897,5.83,-0.06,,0.9200581609597178,-1.1433702222740867,4.1151,,10,243.0074603290321,61.02193177555005,80.1475586821547,-221.14546899097164,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1093,,53.4867,-31.0803,6.2,0.48,0.024,0.9335178349513059,-0.5396535864007239,23.7697,,5,42.07036689566969,21.47488028317547,29.007478398434948,-21.617388476036407,"(0.27373884515137525, 1.0, 1.0)",,,,,,
HR1094,,54.5821,56.9328,6.3,-0.13,,0.9526395026573862,0.9936633355875815,7.2882,,5,137.20808978897395,43.38621646818308,61.010239449101874,114.98455029471722,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1095,,53.6396,-31.8747,6.4,1.4,,0.9361938477273791,-0.5257838989492406,2.8972,,5,345.1608449537484,176.99179921172984,240.41667223096346,-173.233182775038,"(1.0, 0.5629909575408549, 0)",,,,,,
HR1096,,53.215,-61.0169,6.41,1.04,,0.928773813773831,-1.0643563617406715,7.2739,,5,137.47783169963841,39.93266374881288,53.40788762175674,-120.22118829283029,"(1.0, 0.7179419159107875, 0)",,,,,,
HR1097,,54.5008,42.5831,6.42,-0.06,,0.9512176982874605,0.743210821821476,5.3215,,5,187.9169407122052,80.34642258471366,112.64468858472706,127.1550357560522,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1098,,53.9904,-11.1936,5.57,0.91,,0.9423081176192467,-0.18860402978255353,9.8706,,10,101.31096387251029,58.50676142547383,80.4989214058235,-18.994576088421226,"(1.0, 0.9186007379017133, 0)",,,,,,
HR1099,,54.1971,0.5878,5.71,0.92,0.032,0.9459168531367241,0.010258384503399918,33.9783,,10,29.430548320545764,17.21595093016074,23.86790861469548,0.30190458562573635,"(1.0, 0.9021286686689161, 0)",,,,,,
HR11,,1.9338,-2.5489,6.43,-0.14,,0.03375111652819834,-0.025330309843129388,4.5742,,5,218.61746316295742,218.4228657874405,7.374816119068224,-5.537055916164994,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR110,,7.2358,36.9,6.26,0.92,,0.12629369168103882,0.6440211417241424,5.4234,,5,184.38617841206622,146.27702088458526,18.572715671534645,110.70840159229674,"(1.0, 0.9021286686689161, 0)",,,,,,
HR1100,20    Eri,54.0725,-17.4669,5.23,-0.13,0.014,0.9437434586373618,-0.28855396504580316,8.5009,,10,117.63460339493464,66.16970161670153,91.31760810726075,-33.47484060319036,"(0, 2.220446049250313e-16, 1.0)",,,,Eridanus,Eri,
HR1101,10    Tau,54.2183,0.4017,4.28,0.58,0.054,0.9462872465622074,0.007010367518037778,71.837,,15,13.920403134874787,8.139046968725813,11.29265313307881,0.09758634265255556,"(0.8162838444694361, 1.0, 1.0)",,,,Taurus,Tau,
HR1102,,54.4492,15.4308,6.39,0.17,,0.9503194493436923,0.2693139777851656,14.2778,,5,70.03880149602881,39.25429911715961,54.929605937599035,18.635238323154677,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1103,,54.7504,20.9158,6.5,0.15,,0.9555720252378955,0.3650491104072388,7.8441,,5,127.48435129587844,68.72830129749411,97.24917593412326,45.51129756693111,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR1104,,53.6029,-65.7644,6.75,0.17,,0.935556596012639,-1.121125740443117,8.2688,,5,120.93653250773994,31.191913722904232,42.31300795844041,-108.9142725762216,"(0, 2.220446049250313e-16, 1.0)",,,,,,
